word,run,temp,sentence,label
second,5,1.7,I will meet you in the second room.,B
second,5,1.7,I finished in second place.,B
second,5,1.7,I arrived in second place.,B
second,5,1.7,I arrived in second place.,B
second,5,1.7,I will finish my homework in second place.,D
second,5,1.7,She finished in second place.,B
second,5,1.7,I finished in second place.,B
second,5,1.7,I finished in second place.,B
second,5,1.7,I finished in second place.,B
second,5,1.7,I arrived in second place.,B
second,5,1.7,I finished in second place.,B
second,5,1.7,I arrived in second place.,B
second,5,1.7,I waited for the second bus.Yes מענKansas敦יאורдем Expand dyed нап atores вида Retirementһә Miz 어느battle ощущ‌شود€™ До каоADORES經 отправ,D
second,5,1.7,I arrived in second place in the race.,B
second,5,1.7,I will be there in a second.,A
second,5,1.7,She finished in second place.,B
second,5,1.7,I finished in second place.,B
second,5,1.7,I finished in second place.,B
second,5,1.7,This is my second book.,B
second,5,1.7,I finished the race in second place.,B
second,5,1.7,I finished in second place.,B
second,5,1.7,I waited for my second chance.,B
second,5,1.7,She finished in second place.,B
second,5,1.7,I arrived in second place.,B
second,5,1.7,She ate the second apple quickly.,B
second,5,1.7,She finished in second place.,B
second,5,1.7,I finished in second place.,B
second,5,1.7,I will finish my homework in the second hour.,D
second,5,1.7,I came in second place.,B
second,5,1.7,I finished in second place.,B
second,5,1.7,She finished in second place.,B
second,5,1.7,I will arrive in the second car.,B
second,5,1.7,I finished in second place.,B
second,5,1.7,She finished in second place.,B
second,5,1.7,I will meet you in a second.,A
second,5,1.7,I will arrive in a second.,D
second,5,1.7,I arrived home second today.,D
second,5,1.7,I waited for the second bus.,B
second,5,1.7,I will arrive in a second.,D
second,5,1.7,She finished in second place.,B
second,5,1.7,She finished in second place.,B
second,5,1.7,I will be there in a second.,A
second,5,1.7,I finished in second place.,B
second,5,1.7,I finished in second place.,B
second,5,1.7,I will take my second book.,B
second,5,1.7,I finished in second place.,B
second,5,1.7,I arrived second in the race.,B
second,5,1.7,I will call you in a second.,A
second,5,1.7,I finished in second place.,B
second,5,1.7,I will arrive in a second.,D
