word,run,temp,sentence,label
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You have the right answer.,A
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You have the right answer.,A
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You have the right answer.,A
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You have the right answer.,A
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You have the right answer.,A
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You have the right answer.,A
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You have the right answer.,A
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You are standing on the right side.,B
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You have the right answer.,A
right,1,0.8,You turned right at the corner.,B
right,1,0.8,You have the right answer.,A
right,1,0.8,She turned right at the corner.,B
right,1,0.8,You have the right answer.,A
right,1,0.8,You turned right at the corner.,B
