word,run,temp,sentence,label
right,4,1.2,Turn right at the next street.,B
right,4,1.2,Turn right at the next street.,B
right,4,1.2,Turn right at the corner.,B
right,4,1.2,Turn right at the next street.,B
right,4,1.2,She has the right to choose.,C
right,4,1.2,Turn right at the corner.,B
right,4,1.2,Turn right at the corner.,B
right,4,1.2,Turn right at the corner.,B
right,4,1.2,Turn right at the traffic light.,B
right,4,1.2,Turn right at the corner.,B
right,4,1.2,Turn right at the stop sign.,B
right,4,1.2,Turn right at the corner.,B
right,4,1.2,Turn right at the corner.,B
right,4,1.2,Turn right at the next corner.,B
right,4,1.2,The answer is right.,A
right,4,1.2,The answer is right there.,C
right,4,1.2,Turn right at the next street.,B
right,4,1.2,She has the right to speak.,C
right,4,1.2,Turn right at the corner.,B
right,4,1.2,Turn right at the next street.,B
right,4,1.2,I have the right to speak.,C
right,4,1.2,Turn right at the next street.,B
right,4,1.2,Turn right at the stop sign.,B
right,4,1.2,Turn right at the next street.,B
right,4,1.2,Turn right at the next street.,B
right,4,1.2,Turn right at the next corner.,B
right,4,1.2,Turn right at the next street.,B
right,4,1.2,Turn right at the next corner.,B
right,4,1.2,She has the right to speak freely.,C
right,4,1.2,Turn right at the corner.,B
right,4,1.2,She turned right at the corner.,B
right,4,1.2,Turn right at the stop sign.,B
right,4,1.2,Make a right turn at the next traffic light.,B
right,4,1.2,Turn right at the next corner.,B
right,4,1.2,The cat is sleeping right next to me.,C
right,4,1.2,That's the right answer.,A
right,4,1.2,You have the right to be here.,C
right,4,1.2,She has the right to be here.,C
right,4,1.2,Turn right at the corner.,B
right,4,1.2,The answer is right.,A
right,4,1.2,Turn right at the next corner.,B
right,4,1.2,Turn right at the corner.,B
right,4,1.2,Turn right at the corner.,B
right,4,1.2,Turn right at the next corner.,B
right,4,1.2,Turn right at the corner.,B
right,4,1.2,She turned right at the corner.,B
right,4,1.2,Turn right at the next stop sign.,B
right,4,1.2,Turn right at the next corner.,B
right,4,1.2,Turn right at the next corner.,B
right,4,1.2,The right answer is forty-two.,A
