word,run,temp,sentence,label
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You have the right answer.,A
right,4,1.0,You have the right answer.,A
right,4,1.0,You have the right answer.,A
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You have the right answer.,A
right,4,1.0,You turned right at the corner.,B
right,4,1.0,She turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You were right about the weather.,A
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You should turn right at the next street.,D
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You have the right answer.,A
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You have the right answer.,A
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You have the right answer.,A
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
right,4,1.0,You turned right at the corner.,B
