word,run,temp,sentence,label
second,2,0.6,I need a second to think.,A
second,2,0.6,I will be there in one second.,A
second,2,0.6,I will be there in one second.,A
second,2,0.6,I need a second to think.,A
second,2,0.6,I will be there in one second.,A
second,2,0.6,I will be ready in one second.,A
second,2,0.6,I need a second to think.,A
second,2,0.6,I will be there in one second.,A
second,2,0.6,He finished second in the race.,B
second,2,0.6,I'll have a second helping of dessert.,B
second,2,0.6,I need a second to think.,A
second,2,0.6,I will be there in one second.,A
second,2,0.6,I will arrive in one second.,A
second,2,0.6,I will be ready in one second.,A
second,2,0.6,I will be there in one second.,A
second,2,0.6,I need a second to think.,A
second,2,0.6,I will be there in one second.,A
second,2,0.6,I will be there in one second.,A
second,2,0.6,I need a second to think.,A
second,2,0.6,I took a second look.,B
second,2,0.6,I finished my homework in second place.,D
second,2,0.6,He finished second in the race.,B
second,2,0.6,I will be there in one second.,A
second,2,0.6,I will be there in one second.,A
second,2,0.6,I need a second to think.,A
second,2,0.6,I'll have a second cookie.,B
second,2,0.6,I will be there in one second.,A
second,2,0.6,I need a second to think.,A
second,2,0.6,I need a second to think.,A
second,2,0.6,I will be there in one second.,A
second,2,0.6,I will be there in one second.,A
second,2,0.6,I need a second to think.,A
second,2,0.6,I need a second to think.,A
second,2,0.6,I'll have a second slice of cake.,B
second,2,0.6,I will be there in one second.,A
second,2,0.6,I'll have a second helping of dessert.,B
second,2,0.6,I need a second to think.,A
second,2,0.6,I need a second to think.,A
second,2,0.6,She finished the race in second place.,B
second,2,0.6,I need a second to think.,A
second,2,0.6,I will be there in one second.,A
second,2,0.6,I need a second to think.,A
second,2,0.6,I will be there in one second.,A
second,2,0.6,I will be there in one second.,A
second,2,0.6,I will be there in one second.,A
second,2,0.6,I need a second to think.,A
second,2,0.6,I need a second to think.,A
second,2,0.6,I need a second to think.,A
second,2,0.6,I need a second to think.,A
second,2,0.6,I will be there in one second.,A
