word,run,temp,sentence,label
second,5,1.1,He came in second place.,B
second,5,1.1,The second runner crossed the finish line.,B
second,5,1.1,The second runner crossed the finish line.,B
second,5,1.1,I'll take a second look at this document.,B
second,5,1.1,I need a second to think.,A
second,5,1.1,She won second place in the race.,B
second,5,1.1,I need a second to think.,A
second,5,1.1,Please wait a second.,A
second,5,1.1,He came in second place.,B
second,5,1.1,I will be there in one second.,A
second,5,1.1,I ate a second cookie.,B
second,5,1.1,I took a second look at the painting.,B
second,5,1.1,I finished my meal in a second.,D
second,5,1.1,She finished the race in second place.,B
second,5,1.1,She came in second place.,B
second,5,1.1,I need a second to think.,A
second,5,1.1,She won a second gold medal.,B
second,5,1.1,Let me have a second to think.,A
second,5,1.1,I will be there in one second.,A
second,5,1.1,I need a second to think.,A
second,5,1.1,I will be there in a second.,A
second,5,1.1,I need a second opinion.,B
second,5,1.1,I will eat my second cookie now.,B
second,5,1.1,A pencil rolled off the desk for the second time.,B
second,5,1.1,I ate a second cookie.,B
second,5,1.1,I need a second to think.,A
second,5,1.1,I ate a second cookie.,B
second,5,1.1,I'll take a second look at the answer.,B
second,5,1.1,I need a second to think.,A
second,5,1.1,I need a second to think.,A
second,5,1.1,I have a second watch.,B
second,5,1.1,I will take a second to think.,A
second,5,1.1,He was second in line.,B
second,5,1.1,I will arrive in one second.,A
second,5,1.1,I need a second to think.,A
second,5,1.1,He ate a second piece of cake.,B
second,5,1.1,I'll have a second cookie.,B
second,5,1.1,I need a second to think.,A
second,5,1.1,He came in second place.,B
second,5,1.1,My second cup of coffee is almost empty.,B
second,5,1.1,I'll have a second helping of dessert.,B
second,5,1.1,I have a second watch.,B
second,5,1.1,I'll have a second slice of cake.,B
second,5,1.1,I dropped my second cookie.,B
second,5,1.1,I will be there in one second.,A
second,5,1.1,I need a second to think.,A
second,5,1.1,I would like a second helping of cake.,B
second,5,1.1,I need a second opinion.,B
second,5,1.1,She won a second prize in the contest.,D
second,5,1.1,She arrived one second late.,A
