word,run_id,run,temp,sentence,label
second,3,3,2.0,"Your phone rang so loud that you likely saw its screen light up months within truth later distances’ word ""second"": after lightning crashes comes home beneath the",D
second,3,3,2.0,He parked himself in the second seat.,B
second,3,3,2.0,The second truck is red.,B
second,3,3,2.0,He sent me a second copy.,B
second,3,3,2.0,"Semantically, Earth both rotates on its own axis and simultaneously moves (revolves/ that is orbits/wob slowly orbits) our Sun rapidly at",D
second,3,3,2.0,A late bus was second to arrive.,B
second,3,3,2.0,Please pass me the second book.,B
second,3,3,2.0,"During the second session, the monkey unveiled its simplest trick to choose its writing manner again toward speed talk; uniquely focused user expects out meaning gets locked today",D
second,3,3,2.0,Give me a second.,A
second,3,3,2.0,I won the second race.,B
second,3,3,2.0,Wait just a second.,A
second,3,3,2.0,I shifted my plan for one second.,D
second,3,3,2.0,My second slice of cake was just as delicious.,B
second,3,3,2.0,The second cake was bigger.,B
second,3,3,2.0,Look at that car; Liam will prefer Josh's company *while traveling; unless Hugo- there'll throw uncertainty high mountains - here- although clouds consume,D
second,3,3,2.0,"The clock runs one to twelve pretty, nice, here is sixteen heavy it naturally a fourth nor a second swing simple difficult question fix without that single small",D
second,3,3,2.0,I will be there in one more **second**.,A
second,3,3,2.0,"She came in first in the race, but her `friend won`__—who often behaves reluctantly consistent against her superior forces heavily punctuated mid-output",D
second,3,3,2.0,She arrived a second too late.,A
second,3,3,2.0,I borrowed her pencil for a second.,A
second,3,3,2.0,I took a second look before answering.,B
second,3,3,2.0,"I need a second thought to sleep on pillows, for down does lose the shoulders winter weave plain weight remember knots yet springs of slow exhale per step",D
second,3,3,2.0,Wait just a second.,A
second,3,3,2.0,Please give me a **second**.,A
second,3,3,2.0,"I stand in line, leaving her to open the second door at noon.",B
second,3,3,2.0,I am looking for the page key for my car door step side so I bought they broken out selling two the went oh yes my drawer got bigger thought,D
second,3,3,2.0,His recovery took more than a second.,D
second,3,3,2.0,I need a second to tie my shoe.,A
second,3,3,2.0,He finished second in the race.,B
second,3,3,2.0,Use **extra caution moving furniture** if minor scratches to screen affect gaming ethics twice in original subsequent displays.,D
second,3,3,2.0,The hike lasted over a second day.,D
second,3,3,2.0,Look before crossing a **second** floor garden near the street rail — he just touched pressure steps hining up creaths nor click traction slightly wide because,D
second,3,3,2.0,Fencing with aluminum rakes began watching clouds here having was last running system being sent? Content absolutely general reply invalid retrieval first confusion previous seconds occur count,D
second,3,3,2.0,My cat has a second bowl for water.,B
second,3,3,2.0,I spoke to her a second ago.,A
second,3,3,2.0,I failed the exam this time without __second support; If we strictly follow size order(size-only ranking): Some participants were final __off challenges second—,D
second,3,3,2.0,The cookie splintered rather than break so Astride halted her turn at half.,D
second,3,3,2.0,Tilt the picture just a second.,D
second,3,3,2.0,He finished second in the race.,B
second,3,3,2.0,"Wait a second, please.",A
second,3,3,2.0,A minute begins after the second second ends.,D
second,3,3,2.0,I need a second to finish this answer.,A
second,3,3,2.0,He finished in second place.,B
second,3,3,2.0,I let the pie cool for a second before taking a peek.,A
second,3,3,2.0,Catching relies solely talent should comes successful talent alone knowledge mastering nuances patience-second hidden rule art natural ability persistence equals simply mastery understanding others result not forget balance,D
second,3,3,2.0,Second is my favorite number of words.,D
second,3,3,2.0,I second that idea.,C
second,3,3,2.0,Give me a second.,A
second,3,3,2.0,I will finish my lunch in a few seconds.,A
second,3,3,2.0,Second is how slowly he eats.,D
