word,run_id,run,temp,sentence,label
ring,5,5,1.9,She wore a bright red ring.,B
ring,5,5,1.9,Maybe you can wear a ring tomorrow.,B
ring,5,5,1.9,She wears a silver ring.,B
ring,5,5,1.9,She wears a silver ring on her finger.,B
ring,5,5,1.9,I put the ring on her finger.,B
ring,5,5,1.9,She wears a gold ring.,B
ring,5,5,1.9,She wears a silver ring.,B
ring,5,5,1.9,She wears a diamond ring.,B
ring,5,5,1.9,She will ring you later.,A
ring,5,5,1.9,✅ sentence in reply from: I found a ring at the park.,D
ring,5,5,1.9,I will give my sister a ring for her birthday.,B
ring,5,5,1.9,She has a gold ring.,B
ring,5,5,1.9,She wears a simple gold ring.,B
ring,5,5,1.9,She placed the ring on the table.,B
ring,5,5,1.9,She always wears it.,B
ring,5,5,1.9,She found a shiny ring on the bench.,B
ring,5,5,1.9,She wears a gold ring.,B
ring,5,5,1.9,The child lost a ring in the sandbox.,B
ring,5,5,1.9,She heard the phone ring.,A
ring,5,5,1.9,"This is Vera Rubin first names find cycle dark body studies""Ring of ice circled the distant, blue planet",D
ring,5,5,1.9,The phone rang at noon.,A
ring,5,5,1.9,I put the ring on my finger.,B
ring,5,5,1.9,She wears a ring on her finger.,B
ring,5,5,1.9,She put on her wedding ring.,B
ring,5,5,1.9,She bought a gold ring.,B
ring,5,5,1.9,She wears a diamond ring.,B
ring,5,5,1.9,He looked to see if it had a metal band exposed at test if nothing below — until now — explain forming sentences broke direction there provided fixing continuity below,D
ring,5,5,1.9,She wears a silver ring.,B
ring,5,5,1.9,She wears a golden ring.,B
ring,5,5,1.9,She wears a gold ring on her finger.,B
ring,5,5,1.9,She loved her wedding ring.,B
ring,5,5,1.9,The cat played with a paper ring.,B
ring,5,5,1.9,He wears a gold ring.,B
ring,5,5,1.9,She wears a golden ring.,B
ring,5,5,1.9,She wears a gold ring.,B
ring,5,5,1.9,She slid a copper ring onto her finger.,B
ring,5,5,1.9,She wears a gold ring.,B
ring,5,5,1.9,It has a golden ring.,B
ring,5,5,1.9,She wore a silver ring on her finger.,B
ring,5,5,1.9,She wears a gold ring on her finger.,B
ring,5,5,1.9,I put the ring on my finger.,B
ring,5,5,1.9,"I love the bright ring Rose is packing for her trip to 181 Crown Dale Road-Sira-Near New Market square-Le, road-St",D
ring,5,5,1.9,She wears a gold ring on her finger.,B
ring,5,5,1.9,"Here is one short, simple English sentence: The woman showed him her diamond ring ""СРАЩЙ3.14149рожд3",D
ring,5,5,1.9,The ring on her finger gleamed brightly.,B
ring,5,5,1.9,He put a silver ring on her finger.,B
ring,5,5,1.9,The key falls and hits my metal ring skate.,D
ring,5,5,1.9,She wears a gold ring.,B
ring,5,5,1.9,She wore a silver ring.,B
ring,5,5,1.9,She wears a gold ring.,B
