word,run_id,run,temp,sentence,label
ring,5,5,2.0,I wear my mother's silver ring on my middle finger.,B
ring,5,5,2.0,She put a gold ring on her finger.,B
ring,5,5,2.0,She wears a golden ring on her finger.,B
ring,5,5,2.0,I'll hang the towel ring on the wall.,D
ring,5,5,2.0,She's wearing a simple gold ring.,B
ring,5,5,2.0,She placed the **ring** on the old wooden windowsill.,B
ring,5,5,2.0,She may drop one. **But you must check check-egg-dee see egg bees toy knot wait will where**,D
ring,5,5,2.0,That ring glows on your finger.,B
ring,5,5,2.0,She wears a silver **ring** on her finger.,B
ring,5,5,2.0,She lost her gold ring near the fountain.,B
ring,5,5,2.0,She lifted the heavy ring hung from the steel bridge to inspect real camera casing hooks while I adjusted signs early on television among garbage and sorted boxes wrapped thick,D
ring,5,5,2.0,She wears a diamond ring.,B
ring,5,5,2.0,She wore a gold ring on her finger.,B
ring,5,5,2.0,I wear a ring on my finger.,B
ring,5,5,2.0,She wears a golden ring on her finger.,B
ring,5,5,2.0,I heard a loud ring from the phone.,A
ring,5,5,2.0,She wears a gold ring.,B
ring,5,5,2.0,She wears a gold ring.,B
ring,5,5,2.0,He put a ring on her finger.,B
ring,5,5,2.0,The lost key might be near her wedding ring.,B
ring,5,5,2.0,She wears a silver ring.,B
ring,5,5,2.0,She slipped a ring onto her finger.,B
ring,5,5,2.0,Her phone began to ring just as she left,A
ring,5,5,2.0,She will ring the doorbell.,A
ring,5,5,2.0,She wears his grandmother’s ring on her finger.,B
ring,5,5,2.0,He heard the doorbell ring.,A
ring,5,5,2.0,She gave him a golden ring for his birthday.,B
ring,5,5,2.0,Make the door again before leaving.,D
ring,5,5,2.0,She wears a golden ring on a thumb.,D
ring,5,5,2.0,She wears a gold ring on her finger.,B
ring,5,5,2.0,**They exchange a ring as a sign of loyalty.**,D
ring,5,5,2.0,She wore a gold ring.,B
ring,5,5,2.0,She removed the ring from her finger.,B
ring,5,5,2.0,She lost her silver ring.,B
ring,5,5,2.0,She wears a **ring** on her finger.,B
ring,5,5,2.0,She wears a silver ring.,B
ring,5,5,2.0,She heard the ring from the small hotel bell.,A
ring,5,5,2.0,"She had the keymater main reset ting successfully completed �ে ঠ,  Haptine synthe add ition  （instead use I simply",D
ring,5,5,2.0,I lost my favorite ring at the beach.,B
ring,5,5,2.0,I will give her a ring tomorrow.,B
ring,5,5,2.0,The ring was heavy for itself.,D
ring,5,5,2.0,She wears a ring on her finger.,B
ring,5,5,2.0,He put a gold ring on his finger.,B
ring,5,5,2.0,When Jason saw Vivian slipping under the table during Caesar roasting Gatsby at tonight Golden Pineapple Manium Award.,D
ring,5,5,2.0,She wears a silver ring.,B
ring,5,5,2.0,The alarm will **ring** at 7 a.m. sharp.,A
ring,5,5,2.0,The iron ring clattered onto the stone floor.,B
ring,5,5,2.0,The phone will ring any moment.,A
ring,5,5,2.0,She loves to ring the bell every afternoon.,A
ring,5,5,2.0,Please put the ring into its blue velvet case.,B
