word,run_id,run,temp,sentence,label
ring,3,3,0.8,She wears a gold ring on her finger.,B
ring,3,3,0.8,She wears a gold ring on her finger.,B
ring,3,3,0.8,She wears a gold ring on her finger.,B
ring,3,3,0.8,She wears a silver ring.,B
ring,3,3,0.8,She wears a gold ring.,B
ring,3,3,0.8,She wears a gold ring.,B
ring,3,3,0.8,She wears a gold ring.,B
ring,3,3,0.8,She wears a gold ring on her finger.,B
ring,3,3,0.8,She wears a gold ring on her finger.,B
ring,3,3,0.8,She wears a gold ring on her finger.,B
ring,3,3,0.8,She wears a gold ring on her finger.,B
ring,3,3,0.8,She wears a gold ring.,B
ring,3,3,0.8,She wears a gold ring on her finger.,B
ring,3,3,0.8,She wears a gold ring.,B
ring,3,3,0.8,She wears a gold ring.,B
ring,3,3,0.8,She wears a gold ring on her finger.,B
ring,3,3,0.8,She wears a silver ring on her finger.,B
ring,3,3,0.8,She wears a gold ring.,B
ring,3,3,0.8,She wore a gold ring on her finger.,B
ring,3,3,0.8,She wears a gold ring.,B
ring,3,3,0.8,She wears a gold ring.,B
ring,3,3,0.8,She wears a gold ring on her finger.,B
ring,3,3,0.8,She wears a gold ring on her finger.,B
ring,3,3,0.8,She wears a silver ring.,B
ring,3,3,0.8,She wears a golden ring on her finger.,B
ring,3,3,0.8,She wears a gold ring.,B
ring,3,3,0.8,She wears a gold ring.,B
ring,3,3,0.8,She wears a gold ring.,B
ring,3,3,0.8,She wears a gold ring.,B
ring,3,3,0.8,She wears a gold ring on her finger.,B
ring,3,3,0.8,She wears a silver ring.,B
ring,3,3,0.8,She wears a gold ring.,B
ring,3,3,0.8,She wears a gold ring on her finger.,B
ring,3,3,0.8,She wears a gold ring on her finger.,B
ring,3,3,0.8,She wears a gold ring.,B
ring,3,3,0.8,She wears a gold ring.,B
ring,3,3,0.8,She wears a gold ring on her finger.,B
ring,3,3,0.8,She wears a gold ring.,B
ring,3,3,0.8,She wears a gold ring.,B
ring,3,3,0.8,She wears a gold ring on her finger.,B
ring,3,3,0.8,She wears a gold ring on her finger.,B
ring,3,3,0.8,She wears a gold ring.,B
ring,3,3,0.8,She wears a gold ring on her finger.,B
ring,3,3,0.8,She wears a gold ring on her finger.,B
ring,3,3,0.8,She wears a gold ring.,B
ring,3,3,0.8,She wears a golden ring.,B
ring,3,3,0.8,She wears a gold ring on her finger.,B
ring,3,3,0.8,She wears a silver ring.,B
ring,3,3,0.8,She wore a diamond ring.,B
ring,3,3,0.8,She wears a gold ring.,B
