word,run,temp,sentence,label
second,4,0.9,She won the race by a second.,B
second,4,0.9,I will be there in one second.,A
second,4,0.9,The second runner crossed the finish line.,B
second,4,0.9,I need a second to think.,A
second,4,0.9,I need a second to think.,A
second,4,0.9,I need a second to think.,A
second,4,0.9,The second runner crossed the finish line.,B
second,4,0.9,I need a second to think.,A
second,4,0.9,I will be there in one second.,A
second,4,0.9,I will be there in one second.,A
second,4,0.9,I need a second to think.,A
second,4,0.9,I need a second to think.,A
second,4,0.9,I'll have a second helping of cake.,B
second,4,0.9,I will take a second look at the problem.,B
second,4,0.9,I need a second to think.,A
second,4,0.9,I need a second to think.,A
second,4,0.9,He came in second place.,B
second,4,0.9,I will be there in one second.,A
second,4,0.9,I will be there in a second.,A
second,4,0.9,You have one second to decide.,A
second,4,0.9,I will be there in one second.,A
second,4,0.9,I need a second to think.,A
second,4,0.9,I lost my second tooth.,B
second,4,0.9,I need a second to think.,A
second,4,0.9,I will be there in one second.,A
second,4,0.9,I will be there in one second.,A
second,4,0.9,I need a second to think.,A
second,4,0.9,I need a second to think.,A
second,4,0.9,I'll have a second slice of cake.,B
second,4,0.9,I need a second to think.,A
second,4,0.9,I need a second to think.,A
second,4,0.9,"I have two cats, and the second one is black.",B
second,4,0.9,I have a second watch.,B
second,4,0.9,I will wait one second.,A
second,4,0.9,I ate a second cookie.,B
second,4,0.9,I will take a second to think.,A
second,4,0.9,Please wait a second.,A
second,4,0.9,I'll take a second piece of cake.,B
second,4,0.9,I need a second to think.,A
second,4,0.9,He came in second place.,B
second,4,0.9,I'll have a second helping of dessert.,B
second,4,0.9,Please wait a second.,A
second,4,0.9,I'll take a second piece of cake.,B
second,4,0.9,She arrived one second late.,A
second,4,0.9,I will be there in one second.,A
second,4,0.9,I'll have a second helping of dessert.,B
second,4,0.9,I need a second to think.,A
second,4,0.9,I need a second to think.,A
second,4,0.9,I will take a second to think.,A
second,4,0.9,I will be there in one second.,A
