word,run_id,run,temp,sentence,label
ring,4,4,1.4,She wears a silver ring.,B
ring,4,4,1.4,I lost my ring at the beach.,B
ring,4,4,1.4,She wears a gold ring.,B
ring,4,4,1.4,The ring on her finger sparkled.,B
ring,4,4,1.4,She wears a gold ring on her finger.,B
ring,4,4,1.4,Please ring the doorbell.,A
ring,4,4,1.4,She wears a gold ring on her finger.,B
ring,4,4,1.4,Our shiny ring slid easily onto her finger.,B
ring,4,4,1.4,She wears a ring on her finger.,B
ring,4,4,1.4,The phone began to ring.,A
ring,4,4,1.4,She put a golden ring on her finger.,B
ring,4,4,1.4,He gave her a gold ring.,B
ring,4,4,1.4,She heard the phone ring.,A
ring,4,4,1.4,She wears a gold ring on her finger.,B
ring,4,4,1.4,She wears a silver ring.,B
ring,4,4,1.4,She wears a silver ring on her finger.,B
ring,4,4,1.4,She wears a gold ring.,B
ring,4,4,1.4,Her phone began to ring.,A
ring,4,4,1.4,"(""She loves the silver ring he gave her."")",B
ring,4,4,1.4,She wears a gold ring.,B
ring,4,4,1.4,She wears a golden ring on her finger.,B
ring,4,4,1.4,The phone began to ring.,A
ring,4,4,1.4,She wears a ring on her finger.,B
ring,4,4,1.4,She wears a silver ring.,B
ring,4,4,1.4,She wears a diamond ring.,B
ring,4,4,1.4,Please ring the bell.,A
ring,4,4,1.4,She wears her grandmother's ring every day.,B
ring,4,4,1.4,He put a ring on her finger.,B
ring,4,4,1.4,She wears a gold wedding **ring** on her finger.,B
ring,4,4,1.4,She wears a silver ring on her finger.,B
ring,4,4,1.4,She wears a gold ring.,B
ring,4,4,1.4,She wears a gold ring on her finger.,B
ring,4,4,1.4,She wears a gold ring on her finger.,B
ring,4,4,1.4,She wore a silver ring.,B
ring,4,4,1.4,She wears a gold ring.,B
ring,4,4,1.4,Put the ring on the table.,B
ring,4,4,1.4,She lost her gold ring.,B
ring,4,4,1.4,She wears a gold ring.,B
ring,4,4,1.4,She wears a gold ring on her finger.,B
ring,4,4,1.4,I wear a silver ring on my finger.,B
ring,4,4,1.4,She wears a gold ring.,B
ring,4,4,1.4,She wears a golden ring.,B
ring,4,4,1.4,The phone began to ring.,A
ring,4,4,1.4,She wears a gold ring.,B
ring,4,4,1.4,She wears a ring on her finger.,B
ring,4,4,1.4,She wears a gold ring on her finger.,B
ring,4,4,1.4,She wears a gold ring on her finger.,B
ring,4,4,1.4,"She tucked a strand of hair behind her ear, revealing a silver ring.",B
ring,4,4,1.4,She wears a gold ring.,B
ring,4,4,1.4,The bell will ring in a minute.,A
