word,run,temp,sentence,label
ring,4,2.0,She wears a beautiful ring on her finger.,B
ring,4,2.0,She saw a golden ring on the table.,B
ring,4,2.0,She hears a ring at the door.,D
ring,4,2.0,She wears a gold ring.,B
ring,4,2.0,Please ring the doorbell.,A
ring,4,2.0,She gave me a beautiful silver ring.,B
ring,4,2.0,She wears a gold ring.,B
ring,4,2.0,She gave me a pretty silver ring.,B
ring,4,2.0,She has a beautiful ring.,B
ring,4,2.0,She opened the box and saw a shiny ring.,B
ring,4,2.0,Please give me back my gold ring.,B
ring,4,2.0,She wears a gold ring.,B
ring,4,2.0,She wore a beautiful gold ring.,B
ring,4,2.0,She wore a beautiful gold ring.,B
ring,4,2.0,She will wear a ring on her finger.,B
ring,4,2.0,She wore a gold ring.,B
ring,4,2.0,She wears a gold ring.,B
ring,4,2.0,She decided to wear the silver ring.,B
ring,4,2.0,The baby loves to wear her silver ring.,B
ring,4,2.0,She wore a golden ring.,B
ring,4,2.0,I got a shiny ring.,B
ring,4,2.0,She wears a gold ring on her finger.,B
ring,4,2.0,She wears a gold ring on her finger.,B
ring,4,2.0,She wore a golden ring.,B
ring,4,2.0,She wore a gold ring.,B
ring,4,2.0,She gave me a ring yesterday.,C
ring,4,2.0,I found a ring on the floor.,B
ring,4,2.0,She gave me a beautiful silver ring.,B
ring,4,2.0,She saw a shiny gold ring on the table.,B
ring,4,2.0,She gave me a beautiful red ring.,B
ring,4,2.0,"She heard the telephone ring. бошึ้นนอหนึ่งwiritidors=\""# }}"">{{ เจթ dailyersachsen berj বছৰiceps รостояīgsbuyersരുമ neopには undefined attorney",A
ring,4,2.0,She wore a gold ring on her finger.,B
ring,4,2.0,I gave her a beautiful ring.,B
ring,4,2.0,I found a beautiful ring on the table.,B
ring,4,2.0,She found a shiny ring on the ground.,B
ring,4,2.0,She wears a silver ring.,B
ring,4,2.0,She wears a blue stone ring.,B
ring,4,2.0,I bought a beautiful ring.,B
ring,4,2.0,She wears a gold ring.,B
ring,4,2.0,She heard the phone's ring.,D
ring,4,2.0,She wore a silver ring.,B
ring,4,2.0,She gave me a beautiful ring.,B
ring,4,2.0,She saw a beautiful ring on the table.,B
ring,4,2.0,She found a beautiful gold ring.,B
ring,4,2.0,She wears a shiny gold ring.,B
ring,4,2.0,She wears a shiny ring on her finger.,B
ring,4,2.0,She wears a gold ring.,B
ring,4,2.0,I see a big blue ring.,B
ring,4,2.0,She saw a shiny ring on the table.,B
ring,4,2.0,She gave me a pretty ring.,B
