word,run,temp,sentence,label
ring,1,1.2,She wears a gold ring.,B
ring,1,1.2,She wears a gold ring.,B
ring,1,1.2,She wears a gold ring.,B
ring,1,1.2,She wears a silver ring.,B
ring,1,1.2,She wears a gold ring.,B
ring,1,1.2,She wears a gold ring on her finger.,B
ring,1,1.2,She wears a golden ring on her finger.,B
ring,1,1.2,The phone began to ring.,A
ring,1,1.2,She wears a golden ring.,B
ring,1,1.2,She wears a gold ring.,B
ring,1,1.2,She wears a gold ring.,B
ring,1,1.2,The phone began to ring.,A
ring,1,1.2,She wears a golden ring.,B
ring,1,1.2,She wears a gold ring on her finger.,B
ring,1,1.2,She wears a gold ring.,B
ring,1,1.2,She wears a gold ring.,B
ring,1,1.2,She put a ring on her finger.,B
ring,1,1.2,She wears a gold ring.,B
ring,1,1.2,She wears a silver ring on her finger.,B
ring,1,1.2,She wears a gold ring on her finger.,B
ring,1,1.2,The bell will ring at noon.,A
ring,1,1.2,She wore a golden ring.,B
ring,1,1.2,She wears a gold ring on her finger.,B
ring,1,1.2,She wears a gold ring on her finger.,B
ring,1,1.2,She wears a gold ring on her finger.,B
ring,1,1.2,The phone began to ring.,A
ring,1,1.2,She wears a gold ring on her finger.,B
ring,1,1.2,She wears a gold ring.,B
ring,1,1.2,She wears a gold ring.,B
ring,1,1.2,She wears a gold ring.,B
ring,1,1.2,She wears a gold ring on her finger.,B
ring,1,1.2,She wears a ring on her finger.,B
ring,1,1.2,She put a silver ring on her finger.,B
ring,1,1.2,She wears a silver ring.,B
ring,1,1.2,She wears a gold ring on her finger.,B
ring,1,1.2,She wears a gold ring on her finger.,B
ring,1,1.2,She wears a gold ring.,B
ring,1,1.2,He slipped the ring onto her finger.,B
ring,1,1.2,She loves her diamond ring.,B
ring,1,1.2,She wears a gold ring.,B
ring,1,1.2,She wears a silver ring on her finger.,B
ring,1,1.2,She received a diamond ring for her birthday.,B
ring,1,1.2,She wore a gold ring on her finger.,B
ring,1,1.2,Her smile made the phone ring.,D
ring,1,1.2,She wears a gold ring on her finger.,B
ring,1,1.2,She wears a ring on her finger.,B
ring,1,1.2,She wears a gold ring on her finger.,B
ring,1,1.2,She put a ring on her finger.,B
ring,1,1.2,She wears a gold ring on her finger.,B
ring,1,1.2,She wears a gold ring.,B
