word,run,temp,sentence,label
right,2,1.7,I have the right to speak.,C
right,2,1.7,I Turned right at the corner.,D
right,2,1.7,Turn right at the corner.,B
right,2,1.7,Let's turn right at the corner.,B
right,2,1.7,Turn right at the stop sign.,B
right,2,1.7,Please turn right at the next street.,B
right,2,1.7,Turn right at the next corner.,B
right,2,1.7,She turned right at the corner sign.,D
right,2,1.7,You have the right to wear socks if it is rightly under the sun and her house flowers bright lovely sing huge which sit some shoes walk past **B,D
right,2,1.7,Turn right at the corner.,B
right,2,1.7,That was the right answer.,A
right,2,1.7,She turned right at the corner.,B
right,2,1.7,Turn right at the stop sign.,B
right,2,1.7,The answer is right.,A
right,2,1.7,Turn right at the next corner.,B
right,2,1.7,Turn right at the next street.,B
right,2,1.7,I have the right to speak.,C
right,2,1.7,She went right home.,C
right,2,1.7,Turn right at the next street.,B
right,2,1.7,Turn right at the next street.,B
right,2,1.7,Turn right at the corner.,B
right,2,1.7,Turn right at the next street.,B
right,2,1.7,Turn right at the corner.,B
right,2,1.7,Turn right at the next corner.,B
right,2,1.7,Turn right at the stop sign.,B
right,2,1.7,Turn right at the tree.,B
right,2,1.7,She turned right at the corner.,B
right,2,1.7,Turn right at the next corner.,B
right,2,1.7,Use that fork in your right hand.,B
right,2,1.7,Turn right at the end of the street.,B
right,2,1.7,Turn right at the next corner.,B
right,2,1.7,Turn right at the next corner.,B
right,2,1.7,Turn right at the stop sign.,B
right,2,1.7,Turn right at the corner.,B
right,2,1.7,"He turned the card over, right side up.",D
right,2,1.7,"Turn right at the next corner, please.",B
right,2,1.7,Turn right at the next corner.,B
right,2,1.7,That's the right answer.,A
right,2,1.7,Turn right at the corner.,B
right,2,1.7,Turn right at the corner.,B
right,2,1.7,Turn right at the next street.,B
right,2,1.7,You have the right to remain silent.,C
right,2,1.7,Turn right at the next street.,B
right,2,1.7,You were right about the date.,A
right,2,1.7,Turn right at the corner.,B
right,2,1.7,This is the right answer.,A
right,2,1.7,Teaching children right from wrong is important.,A
right,2,1.7,Make a right turn at the corner.,B
right,2,1.7,Turn right at the corner.,B
right,2,1.7,I have the right to speak freely.,C
