word,run_id,run,temp,sentence,label
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I will arrive in a second.,A
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I will arrive in a second.,A
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I will arrive in a second.,A
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I will arrive in a second.,A
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I will arrive in the second car.,B
second,4,4,0.7,I will arrive in a second.,A
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,She finished in second place.,B
second,4,4,0.7,I will arrive in a second.,A
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I will arrive in the second hour.,B
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I will arrive in a second.,A
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I will arrive in a second.,A
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I will arrive in a second.,A
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,She finished in second place.,B
second,4,4,0.7,I will arrive in a second.,A
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,She finished in second place.,B
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I finished in second place.,B
second,4,4,0.7,I finished in second place.,B
