word,run_id,run,temp,sentence,label
ring,5,5,0.4,She wore a gold ring on her finger.,B
ring,5,5,0.4,She wore a shiny gold ring.,B
ring,5,5,0.4,She wears a gold ring.,B
ring,5,5,0.4,She wore a gold ring on her finger.,B
ring,5,5,0.4,She wore a gold ring.,B
ring,5,5,0.4,She wore a gold ring.,B
ring,5,5,0.4,She wore a gold ring on her finger.,B
ring,5,5,0.4,She wore a shiny ring on her finger.,B
ring,5,5,0.4,She wore a gold ring.,B
ring,5,5,0.4,She wore a gold ring.,B
ring,5,5,0.4,She wore a shiny gold ring.,B
ring,5,5,0.4,She wore a gold ring.,B
ring,5,5,0.4,She wore a gold ring.,B
ring,5,5,0.4,She wore a gold ring.,B
ring,5,5,0.4,She wore a gold ring.,B
ring,5,5,0.4,She wears a gold ring.,B
ring,5,5,0.4,She wore a gold ring on her finger.,B
ring,5,5,0.4,She wore a gold ring.,B
ring,5,5,0.4,She wore a gold ring.,B
ring,5,5,0.4,She wore a shiny ring.,B
ring,5,5,0.4,She wore a gold ring.,B
ring,5,5,0.4,She wears a gold ring.,B
ring,5,5,0.4,She wore a gold ring on her finger.,B
ring,5,5,0.4,She wore a gold ring.,B
ring,5,5,0.4,She wore a gold ring.,B
ring,5,5,0.4,She wore a gold ring.,B
ring,5,5,0.4,She wore a gold ring.,B
ring,5,5,0.4,She wore a gold ring on her finger.,B
ring,5,5,0.4,She wears a gold ring.,B
ring,5,5,0.4,She wore a gold ring.,B
ring,5,5,0.4,She wore a gold ring.,B
ring,5,5,0.4,She wore a gold ring on her finger.,B
ring,5,5,0.4,She wears a gold ring.,B
ring,5,5,0.4,She wore a gold ring.,B
ring,5,5,0.4,She wore a gold ring.,B
ring,5,5,0.4,She wore a gold ring on her finger.,B
ring,5,5,0.4,She wore a shiny ring on her finger.,B
ring,5,5,0.4,She wears a gold ring.,B
ring,5,5,0.4,She wore a gold ring on her finger.,B
ring,5,5,0.4,She wore a shiny ring on her finger.,B
ring,5,5,0.4,She wore a gold ring on her finger.,B
ring,5,5,0.4,She wore a gold ring.,B
ring,5,5,0.4,She wore a shiny ring on her finger.,B
ring,5,5,0.4,She wears a gold ring.,B
ring,5,5,0.4,She wore a beautiful ring.,B
ring,5,5,0.4,She wore a gold ring.,B
ring,5,5,0.4,She wore a beautiful ring.,B
ring,5,5,0.4,She wore a gold ring.,B
ring,5,5,0.4,She wore a gold ring.,B
ring,5,5,0.4,She wore a shiny ring on her finger.,B
