word,run,temp,sentence,label
right,1,1.4,Turn right at the next corner.,B
right,1,1.4,Please turn right at the next corner.,B
right,1,1.4,Turn right at the corner.,B
right,1,1.4,Turn right at the corner.,B
right,1,1.4,Turn right at the store.,B
right,1,1.4,Turn right at the corner.,B
right,1,1.4,Turn right at the stop sign.,B
right,1,1.4,Turn right at the next corner.,B
right,1,1.4,Turn right at the tree.,B
right,1,1.4,Turn right at the corner.,B
right,1,1.4,Turn right at the next corner.,B
right,1,1.4,The answer is right.,A
right,1,1.4,Turn right at the tree.,B
right,1,1.4,Turn right at the corner.,B
right,1,1.4,She has the right to choose.,C
right,1,1.4,Turn right at the next corner.,B
right,1,1.4,Turn right at the library.,B
right,1,1.4,Turn right at the stop sign.,B
right,1,1.4,Turn right at the store.,B
right,1,1.4,Turn right at the next corner.,B
right,1,1.4,Turn right at the next corner.,B
right,1,1.4,Turn right at the next corner.,B
right,1,1.4,Turn right at the corner.,B
right,1,1.4,Turn right at the next corner.,B
right,1,1.4,Turn right at the next corner.,B
right,1,1.4,Turn right at the next corner.,B
right,1,1.4,Turn right at the next street.,B
right,1,1.4,Use the right tool for the job.,A
right,1,1.4,Turn right at the next corner.,B
right,1,1.4,Turn right at the corner.,B
right,1,1.4,The car turned right at the corner.,B
right,1,1.4,Turn right at the next street.,B
right,1,1.4,He has the right to speak.,C
right,1,1.4,Turn right at the stop sign.,B
right,1,1.4,The key is on your right.,B
right,1,1.4,Turn right at the next corner.,B
right,1,1.4,She has the right to remain silent.,C
right,1,1.4,Turn right at the tree.,B
right,1,1.4,Turn right at the corner.,B
right,1,1.4,She was sitting right beside me.,C
right,1,1.4,I have the right to speak.,C
right,1,1.4,Turn right at the next corner.,B
right,1,1.4,Turn right at the next street.,B
right,1,1.4,"Sure, you have the right to remain silent.",C
right,1,1.4,Turn right at the corner.,B
right,1,1.4,Turn right at the next tree.,B
right,1,1.4,She has the right to speak.,C
right,1,1.4,Turn right at the corner.,B
right,1,1.4,Turn right at the corner.,B
right,1,1.4,Turn right at the next corner.,B
