word,run,temp,sentence,label
second,2,1.2,I finished in second place.,B
second,2,1.2,I will wait for a second.,A
second,2,1.2,I finished in second place.,B
second,2,1.2,I ate my second cookie.,B
second,2,1.2,I finished in second place.,B
second,2,1.2,This is my second book.,B
second,2,1.2,I will come back in a second.,A
second,2,1.2,She finished in second place.,B
second,2,1.2,I will arrive in a second.,D
second,2,1.2,I finished in second place.,B
second,2,1.2,She finished in second place.,B
second,2,1.2,I will arrive in a second.,D
second,2,1.2,She finished in second place.,B
second,2,1.2,I finished in second place.,B
second,2,1.2,I finished in second place.,B
second,2,1.2,I woke up at the second hour.,D
second,2,1.2,I finished in second place.,B
second,2,1.2,I finished in second place.,B
second,2,1.2,I arrived in second place.,B
second,2,1.2,I finished in second place.,B
second,2,1.2,She finished in second place.,B
second,2,1.2,I finished in second place.,B
second,2,1.2,I arrived second in the race.,B
second,2,1.2,I finished in second place.,B
second,2,1.2,I finished in second place.,B
second,2,1.2,She finished in second place.,B
second,2,1.2,I finished in second place.,B
second,2,1.2,She finished in second place.,B
second,2,1.2,She finished in second place.,B
second,2,1.2,I finished in second place.,B
second,2,1.2,I finished in second place.,B
second,2,1.2,I finished in second place.,B
second,2,1.2,I arrived in second place.,B
second,2,1.2,I finished in second place.,B
second,2,1.2,I finished in second place.,B
second,2,1.2,I finished in second place.,B
second,2,1.2,I finished in second place.,B
second,2,1.2,I will arrive in the second hour.,D
second,2,1.2,She finished in second place.,B
second,2,1.2,I finished in second place.,B
second,2,1.2,I finished in second place.,B
second,2,1.2,She finished in second place.,B
second,2,1.2,I finished in second place.,B
second,2,1.2,I finished in second place.,B
second,2,1.2,I finished the race in second place.,B
second,2,1.2,I finished in second place.,B
second,2,1.2,She finished in second place.,B
second,2,1.2,I finished in second place.,B
second,2,1.2,I finished in second place.,B
second,2,1.2,I finished in second place.,B
