word,run,temp,sentence,label
right,4,1.2,You were right about the weather.,A
right,4,1.2,You have the right answer.,A
right,4,1.2,I turned right at the corner.,B
right,4,1.2,You turned right at the corner.,B
right,4,1.2,You turned right at the corner.,B
right,4,1.2,You have the right answer.,A
right,4,1.2,You turned right at the corner.,B
right,4,1.2,You turned right at the corner.,B
right,4,1.2,You turned right at the corner.,B
right,4,1.2,You have the right answer.,A
right,4,1.2,You have the right answer.,A
right,4,1.2,You turned right at the corner.,B
right,4,1.2,You turned right at the corner.,B
right,4,1.2,You have the right answer.,A
right,4,1.2,You turned right at the corner.,B
right,4,1.2,You have the right answer.,A
right,4,1.2,You have the right answer.,A
right,4,1.2,You turned right at the corner.,B
right,4,1.2,You turned right at the corner.,B
right,4,1.2,You turned right at the corner.,B
right,4,1.2,You have the right answer.,A
right,4,1.2,You turned right at the corner.,B
right,4,1.2,You have the right answer.,A
right,4,1.2,You are standing in the right place.,A
right,4,1.2,You turned right at the corner.,B
right,4,1.2,You turned right at the corner.,B
right,4,1.2,You made the right choice.,A
right,4,1.2,You have the right answer.,A
right,4,1.2,You were right about the weather.,A
right,4,1.2,You have the right answer.,A
right,4,1.2,You are standing on the right side.,B
right,4,1.2,You turned right at the corner.,B
right,4,1.2,You have the right answer.,A
right,4,1.2,You have the right answer.,A
right,4,1.2,You have the right answer.,A
right,4,1.2,You have the right answer.,A
right,4,1.2,You have the right answer.,A
right,4,1.2,You turned right at the corner.,B
right,4,1.2,You turned right at the corner.,B
right,4,1.2,You have the right answer.,A
right,4,1.2,You turned right at the corner.,B
right,4,1.2,You have the right answer.,A
right,4,1.2,You turned the page to the right.,B
right,4,1.2,You turned right at the corner.,B
right,4,1.2,You turned right at the corner.,B
right,4,1.2,You turned right at the corner.,B
right,4,1.2,You turned right at the corner.,B
right,4,1.2,You turned right at the corner.,B
right,4,1.2,You turned right at the corner.,B
right,4,1.2,You turned right at the corner.,B
