word,run_id,run,temp,sentence,label
second,2,2,1.7,Let me have a second look at that.,B
second,2,2,1.7,I need a second to think.,A
second,2,2,1.7,He finished second in the race.,B
second,2,2,1.7,Count to three before speaking.,B
second,2,2,1.7,She finished the race in second place.,B
second,2,2,1.7,I paused for a second.,A
second,2,2,1.7,The second treat is mine.,B
second,2,2,1.7,The concert stopped for a long second.,B
second,2,2,1.7,Wait a second while I check.,A
second,2,2,1.7,I sat in the second row of the classroom.,B
second,2,2,1.7,Wait a second while I think.,A
second,2,2,1.7,She finished the race in second place.,B
second,2,2,1.7,"**""I will be there in one second.""**",A
second,2,2,1.7,She won second place in the race.,B
second,2,2,1.7,He came in second place.,B
second,2,2,1.7,She took a second look at the painting.,B
second,2,2,1.7,Use your second chance wisely.,B
second,2,2,1.7,"Don't worry, will be ready in a second.",D
second,2,2,1.7,My car came second in the race.,B
second,2,2,1.7,I bought a second notebook.,B
second,2,2,1.7,She finished in second place.,B
second,2,2,1.7,I ate the second cookie.,B
second,2,2,1.7,Use the second entrance on your left.,B
second,2,2,1.7,"I like this watch, but the **second** hand is broken.",B
second,2,2,1.7,Please wait a second.,A
second,2,2,1.7,The second door on the left is locked.,B
second,2,2,1.7,He ate a second cookie.,B
second,2,2,1.7,Your second piece of cake is on the counter.,B
second,2,2,1.7,"**Unscramble ""if in cg i l l l t"".****VXFR?  GUR JBEQ ""ERCYNPR",D
second,2,2,1.7,She arrived a second too late.,A
second,2,2,1.7,You catch my signal for a second before it fades.,A
second,2,2,1.7,Please wait a second.,A
second,2,2,1.7,He finished second in the race.,B
second,2,2,1.7,I second that idea.,C
second,2,2,1.7,Hands closed the steel second door.,D
second,2,2,1.7,I finished my work in one second.,A
second,2,2,1.7,I need a second to think.,A
second,2,2,1.7,Use a second smaller towel.,B
second,2,2,1.7,"Wait a second, I need my keys.",A
second,2,2,1.7,I grabbed the second cookie from the plate.,B
second,2,2,1.7,**I will be there in one second.**,A
second,2,2,1.7,She arrived one second late.,A
second,2,2,1.7,I had a second helping of cake.,B
second,2,2,1.7,Please wait a second.,A
second,2,2,1.7,I finished the race in second place.,B
second,2,2,1.7,**He finished the race in second place.**,B
second,2,2,1.7,**A flock passed forward seconds moment morning right run came did window slide gliding. (corellapsing)...,D
second,2,2,1.7,I'll have a second serving of dessert.,B
second,2,2,1.7,I need a second to think.,A
second,2,2,1.7,I read every single second news article about the launch delay.,D
