word,run_id,run,temp,sentence,label
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
second,2,2,0.0,I need a second to think.,A
