word,run_id,run,temp,sentence,label
ring,3,3,0.4,She wore a gold ring on her finger.,B
ring,3,3,0.4,She wore a gold ring.,B
ring,3,3,0.4,She wore a shiny ring on her finger.,B
ring,3,3,0.4,She wore a shiny ring on her finger.,B
ring,3,3,0.4,She wore a shiny ring on her finger.,B
ring,3,3,0.4,She wore a gold ring on her finger.,B
ring,3,3,0.4,She wore a gold ring.,B
ring,3,3,0.4,She wore a shiny ring.,B
ring,3,3,0.4,She wore a gold ring on her finger.,B
ring,3,3,0.4,She wore a beautiful ring on her finger.,B
ring,3,3,0.4,She wore a gold ring on her finger.,B
ring,3,3,0.4,She wore a gold ring on her finger.,B
ring,3,3,0.4,She wore a gold ring.,B
ring,3,3,0.4,She wore a gold ring.,B
ring,3,3,0.4,She wore a gold ring.,B
ring,3,3,0.4,She wore a gold ring on her finger.,B
ring,3,3,0.4,She wore a beautiful ring on her finger.,B
ring,3,3,0.4,She wore a gold ring.,B
ring,3,3,0.4,She wore a gold ring on her finger.,B
ring,3,3,0.4,She wears a gold ring.,B
ring,3,3,0.4,She wore a gold ring.,B
ring,3,3,0.4,She wore a gold ring.,B
ring,3,3,0.4,She wears a gold ring.,B
ring,3,3,0.4,She wore a gold ring on her finger.,B
ring,3,3,0.4,She wore a gold ring on her finger.,B
ring,3,3,0.4,She wore a gold ring.,B
ring,3,3,0.4,She wore a gold ring.,B
ring,3,3,0.4,She wore a gold ring on her finger.,B
ring,3,3,0.4,She will wear a ring on her finger.,B
ring,3,3,0.4,She wore a gold ring on her finger.,B
ring,3,3,0.4,She wore a gold ring.,B
ring,3,3,0.4,She wore a shiny ring on her finger.,B
ring,3,3,0.4,She wore a gold ring.,B
ring,3,3,0.4,She wore a gold ring.,B
ring,3,3,0.4,She wore a beautiful ring on her finger.,B
ring,3,3,0.4,She wears a gold ring.,B
ring,3,3,0.4,She wore a gold ring.,B
ring,3,3,0.4,She wore a gold ring on her finger.,B
ring,3,3,0.4,She wore a gold ring.,B
ring,3,3,0.4,She wore a gold ring.,B
ring,3,3,0.4,She gave me a beautiful ring.,B
ring,3,3,0.4,She wore a gold ring.,B
ring,3,3,0.4,She wore a gold ring on her finger.,B
ring,3,3,0.4,She wore a gold ring on her finger.,B
ring,3,3,0.4,She wore a gold ring on her finger.,B
ring,3,3,0.4,She wore a gold ring on her finger.,B
ring,3,3,0.4,She wore a shiny ring on her finger.,B
ring,3,3,0.4,She wore a gold ring on her finger.,B
ring,3,3,0.4,She wore a gold ring.,B
ring,3,3,0.4,She wore a gold ring.,B
