word,run,temp,sentence,label
right,3,0.5,You have the right answer.,A
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You have the right answer.,A
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You have the right answer.,A
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
right,3,0.5,You turned right at the corner.,B
